review_id,business_id,business_name,city,state,stars,date,text,themes,themes_with_quotes_json
5TAvMeGRmRlORL9VgrWRDQ,7lpkWY6BPUjNfWpiklxz6g,Starbucks,West Chester,PA,5,2014-10-10 23:14:32,My Saturday morning fix.  It's the same stuff they have at every Starbucks but they seem especially friendly at this one - Dilworthtown.,barista_service,"[{""theme_id"": ""barista_service"", ""quote"": ""they seem especially friendly at this one"", ""note"": ""Positive staff interaction noted""}]"
RFYKyPY7GFt5ZaHOha7elg,vMD5bn1mbL18spr7Mmzlyg,Starbucks,Marrero,LA,2,2017-07-19 19:41:30,"This is it. Today was the day that I gave Starbucks one more chance and they failed me. I really never buy iced coffee anymore. David gave me a very nice coffee maker, so I can make iced coffee at home, but I was in a pinch today so I thought I would stop in here and grab a quick cup. Big mistake. Huge. 

Time and time again they fill the entire cup with big chunks of ice and then put in the coffee. The result is a cup of coffee that I finish before the ice even melts. My grande was probably a quarter cup of actual coffee. Last time I asked them not to do this and they did it anyway. This time I totally forgot to mention it, but I feel as if it's common sense. 

Just for the record: I don't blame the employees- I know they are only doing as instructed. I blame Starbucks HQ for being stingy with their coffee. As much as they are charging, they should be willing to be a little more accommodating.",drink_quality|drink_quality|drink_quality|pricing_value,"[{""theme_id"": ""drink_quality"", ""quote"": ""they fill the entire cup with big chunks of ice and then put in the coffee. The result is a cup of coffee that I finish before the ice even melts."", ""note"": ""Excessive ice, insufficient coffee in iced drink""}, {""theme_id"": ""drink_quality"", ""quote"": ""My grande was probably a quarter cup of actual coffee."", ""note"": ""Portion complaint""}, {""theme_id"": ""drink_quality"", ""quote"": ""Last time I asked them not to do this and they did it anyway."", ""note"": ""Customization request ignored""}, {""theme_id"": ""pricing_value"", ""quote"": ""As much as they are charging, they should be willing to be a little more accommodating."", ""note"": ""Price not justified by portion received""}]"
-tXf3AT1PEybXqvF0Faiug,Fg0vS_HDz2kAJt3Q_VZodA,Starbucks,Delran,NJ,2,2017-02-20 19:41:12,Slow. Slow. Slow. Slow. Slow. Slow. Slow. Slow. Slow. Slow. Slow. Writing this on my 10th minute waiting for an iced coffee. Same experience every time.,speed_wait_time,"[{""theme_id"": ""speed_wait_time"", ""quote"": ""Writing this on my 10th minute waiting for an iced coffee. Same experience every time."", ""note"": ""Consistent slow service pattern""}]"
nQpmC7Z2OvhJqEwG8GlSbg,47JfuGySAVhQmIYynH_yfw,Starbucks,Reno,NV,3,2017-05-04 13:08:11,"It's Starbucks, so you know what you get. This store seems to be overly attentive to their regular customers, while folks like me are just another face in the crowd.",barista_service,"[{""theme_id"": ""barista_service"", ""quote"": ""This store seems to be overly attentive to their regular customers, while folks like me are just another face in the crowd."", ""note"": ""Feels ignored compared to regulars""}]"
wWxeQjSSsas9-zyd3X-Law,co28Isl2nsvX4-dd33R_yw,Starbucks,Sparks,NV,5,2011-11-18 07:53:49,"Two of my requirements in life, ULTRA HIGH OCTANE coffee and Free WiFi. Added bonus, very cute barista and close to home!",atmosphere_workspace|barista_service,"[{""theme_id"": ""atmosphere_workspace"", ""quote"": ""Free WiFi"", ""note"": ""Mentions WiFi as a key requirement""}, {""theme_id"": ""barista_service"", ""quote"": ""very cute barista"", ""note"": ""Positive mention of staff""}]"
ELnM1MmyQ8Yqo7v_ThMu1Q,B6k9V9q3BaSCjWtDyNipfA,Starbucks,Bala Cynwyd,PA,4,2014-06-26 20:57:59,"Starbucks is a Starbucks. This one has the Clover brewed coffee which some might appreciate where others won't give a hoot. Lot parking can be a bit challenging as it shares the spots with a few businesses in this small strip mall type building. There's additional parking on the side of the building and the back as well as metered parking on the street. Tons of tables and space inside. Again, it's Starbucks.",atmosphere_workspace,"[{""theme_id"": ""atmosphere_workspace"", ""quote"": ""Tons of tables and space inside."", ""note"": ""Positive comment on seating availability""}]"
cR-Ipw_drigU-BHRDGiNXQ,oT5Bidkfa7cGOp1806ryXQ,Starbucks,Indianapolis,IN,1,2019-05-29 20:43:32,"it just took them nearly 20 mins to make 2 iced tea drinks. that is just ridiculous, mcdonald's would have been faster",speed_wait_time|pricing_value,"[{""theme_id"": ""speed_wait_time"", ""quote"": ""it just took them nearly 20 mins to make 2 iced tea drinks"", ""note"": ""Explicitly states excessive wait time""}, {""theme_id"": ""pricing_value"", ""quote"": ""mcdonald's would have been faster"", ""note"": ""Unfavorable competitor comparison on speed/value""}]"
-PABVvtKy9IcegS-aH0CoQ,2rnDTrLx9yiWnfDX2P3EFg,Starbucks,Havertown,PA,4,2013-04-28 19:18:57,"This is a fully licensed Starbucks that is inside the Giant grocery store.  If you've ever been into one of these mini-Starbucks before, you know the deal-

* They generally have the usual selection of drinks.
* Pastries/Sandwiches are limited.
* Merchandise is severely limited.

Compared to other stores in the area, this locations claim to fame is a beautiful outside cafe.",food_quality|atmosphere_workspace,"[{""theme_id"": ""food_quality"", ""quote"": ""Pastries/Sandwiches are limited."", ""note"": ""Limited selection noted, not quality complaint""}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""this locations claim to fame is a beautiful outside cafe."", ""note"": ""Positive outdoor seating area""}]"
RRCvW1bFTuyVjOXw7STfew,N4xmF_96VDb2bRPpBu_O9w,Starbucks,Indianapolis,IN,3,2019-06-28 01:53:01,This location always has a long line whenever I go. The line does not move very quickly like at other locations. The baristas always seem stressed and not happy to help.,speed_wait_time|barista_service,"[{""theme_id"": ""speed_wait_time"", ""quote"": ""This location always has a long line whenever I go. The line does not move very quickly"", ""note"": ""Compared unfavorably to other locations""}, {""theme_id"": ""barista_service"", ""quote"": ""The baristas always seem stressed and not happy to help"", ""note"": ""Staff appear unfriendly and overwhelmed""}]"
FRnpGUDA0PXcN17EsyEOEA,niV3iDWcxuKFOJr3qWp9pQ,Starbucks,Tampa,FL,5,2013-01-07 06:09:59,"My favorite Starbucks. They make a mean iced white chocolate mocha. Sweet lord. I could have one of these every day. The crowd that comes there is very business-like. If not business-like, they're cute girls. Just sayin'. If I had more time to burn, I'd hang out here more often.",drink_quality|atmosphere_workspace,"[{""theme_id"": ""drink_quality"", ""quote"": ""They make a mean iced white chocolate mocha."", ""note"": ""Positive praise for specific drink""}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""If I had more time to burn, I'd hang out here more often."", ""note"": ""Implied comfortable third-place atmosphere""}]"
HQYEYgNR18hE-PBCXDiOkA,NOeEa5aJpUF38qxi2Bj5Gg,Starbucks,Yardley,PA,3,2019-05-11 11:31:54,"How many times do I have to order decaf before you already have it brewed?   I wish your coffee was awful so I wouldn't be compelled to drink it.  I could just go to Wawa and be happy with their so-so brew.   But no, your fabulous Java (not that house blend, it is awful, I refer to the good stuff, Verona, Sumatra) makes me try again and again.  Yet I am thwarted, every time.  When I order it's like I'm speaking in tongues.  A new word from this stranger, 'decaf'.  What could it mean?  Then the penalty for my individuality is meted out.  Pour over.  Just be a few minutes. Decaf espresso.  Even trying to buy some decaf Verona beans is no longer permitted in store.  Banished to make room for the house swill for the addicted masses.  I hate to love you.",drink_quality,"[{""theme_id"": ""drink_quality"", ""quote"": ""your fabulous Java (not that house blend, it is awful, I refer to the good stuff, Verona, Sumatra)"", ""note"": ""Praises certain blends, criticizes house blend""}]"
Hi21tN6srn25NL6wIbJT5g,qD2fr80U04Fk-Ctx0H_vtg,Starbucks,Richmond Heights,MO,1,2020-12-24 18:18:53,Faster to stay in the drive thru back out to the street than mobile order pick up same arrival time today,mobile_app_order|drive_thru,"[{""theme_id"": ""mobile_app_order"", ""quote"": ""Faster to stay in the drive thru back out to the street than mobile order pick up"", ""note"": ""Mobile order pickup slower than drive-thru""}, {""theme_id"": ""drive_thru"", ""quote"": ""Faster to stay in the drive thru back out to the street than mobile order pick up"", ""note"": ""Drive-thru faster than mobile pickup""}]"
FfXBp0BdUYYoh9q5FMIu3Q,a-ouU5dKcMOYgOkftIX1YA,Starbucks,Upper Darby,PA,2,2016-01-09 18:03:51,"I previously gave this Starbucks a great review a few months ago and I'm sad to say my view of this Starbucks has totally changed. I've really been back and forth about changing my review but today pushed me a bit over the edge. I've been coming here a few times a week for the past year so I know what times are usually good to avoid a crowd. I work up the street so I usually give myself an extra 25 - 30 minutes to make sure I'm able to stop here because the drinks are great. However, the last few months the staff has changed and has become very unfriendly and slow. Not to mention, a customer in front of me ordered a drink with apple juice or something in it and the barista couldn't get the pouch open and opened it with HIS TEETH. I'm happy the customer demanded a new drink and for him to get scissors because if she didn't I would have. So unsanitary. He huffed and puffed about it too which I thought was ridiculous. Anyway, today I walked into Starbucks at 7:40am. My work is 2 minutes up the road so in my mind I had plenty of time. I walked in and saw two customers ahead of me so I figured it'd be a 5 minute wait at best. That wasn't the case at all. Every person working I've never seen before. Someone had to be new because I didn't even get to order my drink until 7:50. I ordered a sandwich and a vanilla latte macchiato. The cashier double checked everything which I was happy about because at this point I'm already irritated by the wait. Not to mention the line behind me is now outrageous, at 7:50am on a Saturday. No events or anything we're going on nearby. As I'm waiting 15 minutes I notice that people who ordered after me start getting their drinks. The barista has a drink sitting at the bar which was a caramel macchiato. I pick it up and see it's my order because the correct order is written on the cup, I explained to her it was not my order and she said she'd make another. No apology but I wasn't about to wait while the line kept growing. I just took the drink and left. Horrible service. Sorry to say I won't be back because when they can make a drink it's delicious. I left at 8:10. 30 minute wait for a coffee is OUTRAGEOUS",drink_quality|barista_service|barista_service,"[{""theme_id"": ""drink_quality"", ""quote"": ""I explained to her it was not my order and she said she'd make another"", ""note"": ""Wrong drink made initially""}, {""theme_id"": ""barista_service"", ""quote"": ""the staff has changed and has become very unfriendly and slow"", ""note"": ""Staff attitude deteriorated over months""}, {""theme_id"": ""barista_service"", ""quote"": ""No apology but I wasn't about to wait while the line kept growing"", ""note"": ""No service recovery offered""}]"
wukcqFaJKtBuulLZldAbdA,XWbWhTXkyzfhwh4dbfwEAA,Starbucks,Boise,ID,2,2013-10-11 15:48:25,"Remodel looks okay but this place is always backed up, even when it's slow.  They have 2 cash registers but one is obviously just for looks.  Now, please do not be confused; there will be an employee standing in front of both cash registers, but they cannot, under any circumstances, ring you up using the register on the left.  Meanwhile the general vibe I get is that I am lucky just be served there.  As if asking for a coffee in this starbucks is some obscure out of line request.  These are my thoughts after 4 visits, which were all eerily similar in experience.",speed_wait_time,"[{""theme_id"": ""speed_wait_time"", ""quote"": ""this place is always backed up, even when it's slow"", ""note"": ""Chronic slow service despite low traffic""}]"
Q9S7G8rOlOzzL7szB1GH3A,zVvdqWz7_qjJf3X87Yqp2A,Starbucks,Clayton,MO,3,2013-04-24 19:57:46,Looks like a great place to study or meet people. The staff was courteous and was a great place to have a little breakfast before getting to know St. Louis.,atmosphere_workspace|barista_service|food_quality,"[{""theme_id"": ""atmosphere_workspace"", ""quote"": ""Looks like a great place to study or meet people."", ""note"": ""Customer sees it as good workspace""}, {""theme_id"": ""barista_service"", ""quote"": ""The staff was courteous"", ""note"": ""Positive staff interaction""}, {""theme_id"": ""food_quality"", ""quote"": ""was a great place to have a little breakfast"", ""note"": ""Positive breakfast experience""}]"
4iKOWZbihov13yHDJV1-BQ,Ddg-J_j0YFErk7wpMtH_0A,Starbucks,Reno,NV,1,2020-07-17 22:41:32,I'm just wondering why I got stuck in the drive thru for 30+ minutes with a total of 5 cars in front of me. I so wish I was exaggerating.,drive_thru|speed_wait_time,"[{""theme_id"": ""drive_thru"", ""quote"": ""I got stuck in the drive thru for 30+ minutes with a total of 5 cars in front of me"", ""note"": ""Extremely slow drive-thru service""}, {""theme_id"": ""speed_wait_time"", ""quote"": ""stuck in the drive thru for 30+ minutes with a total of 5 cars in front of me"", ""note"": ""30+ min wait for 5 cars""}]"
y-c6CYeOgGZGvu3wkeTsqw,toyrKJg9cZgssxGfQ_kRgA,Starbucks,Broomall,PA,5,2021-07-21 22:06:12,"Very efficient location. Touron, who I'm guessing is the manager, was very friendly and so was the rest of the team. We had specific requests and they took them with ease.",speed_wait_time|barista_service|drink_quality,"[{""theme_id"": ""speed_wait_time"", ""quote"": ""Very efficient location."", ""note"": ""Positive speed perception""}, {""theme_id"": ""barista_service"", ""quote"": ""Touron, who I'm guessing is the manager, was very friendly and so was the rest of the team."", ""note"": ""Staff friendliness and warmth""}, {""theme_id"": ""drink_quality"", ""quote"": ""We had specific requests and they took them with ease."", ""note"": ""Customization handled well""}]"
BLDLGr2noUymFdoOQFPCMg,fo4TOAiwYEZ5p13kqg1Ukw,Starbucks - Olivette,Olivette,MO,4,2015-04-01 19:53:04,"My fav coffee chain. Friendly staff. They are always super busy. The breakfast selection is great, my kids love the parfaits, I really like the cheese danish. It's clean and of course it has wifi. Very close to where we live so it's very convenient. My usual drink is always the mocha frapp with extra mocha and w/o whip. But my hubby said one of his co-worker, ordered a 'green' drink and she said it was green tea. He knew I like green tea so told me to try. I did try both the latte and the frapp. Surprisingly, I actually like the frapp over the latte. Oh, n it tastes great with the whip. Me, a no whip on my drink person actually likes the whip on the green tea frapp, lol! Now I have a 2nd favorite drink. I even got my hubby into the green tea frapp. :D Although, I do recommend that if u get the green tea latte, is to make sure n tell them to mix up the green tea powder throughly, if not it will be some on the bottom of ur cup, and it won't taste good.",barista_service|food_quality|cleanliness|atmosphere_workspace|drink_quality,"[{""theme_id"": ""barista_service"", ""quote"": ""Friendly staff."", ""note"": """"}, {""theme_id"": ""food_quality"", ""quote"": ""The breakfast selection is great, my kids love the parfaits, I really like the cheese danish."", ""note"": """"}, {""theme_id"": ""cleanliness"", ""quote"": ""It's clean"", ""note"": """"}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""it has wifi"", ""note"": """"}, {""theme_id"": ""drink_quality"", ""quote"": ""make sure n tell them to mix up the green tea powder throughly, if not it will be some on the bottom"", ""note"": ""Inconsistent preparation noted""}]"
w-yortqhgztiNbfImWrbRA,XBFPFjjCYZhd2zmZLqRdEw,Starbucks,Tampa,FL,5,2021-04-16 00:33:56,"My wife and I submitted a mobile order after eating next door at PDQ. It was my birthday and if you have the Starbucks app installed, they give you a free birthday drink. We submitted our order and I was pleased to see that the birthday offer chose the most expensive drink on the order (and didn't really seem to care that I added some extras like mocha drizzle). Anyway, the app said our order would be ready in about ten minutes, at right at ten minutes, we were sitting in the drive through. The person in front of us had a long complicated order (FOR ONE DRINK) and we sat there listening to her chat with the Starbucks employee for about five minutes before finally pulling forward. When I got to the speaker, you could hear the sense of relief in the order taker's voice when I said ""Hi there, mobile order for James.""

Anyway, we pulled around, and quickly picked up our drinks. They were made exactly as we had specified and were absolutely delicious. Lemmie tell you, Starbucks has a winner with their cold brew lines. I love mine with a bit of sweet cream and some mocha drizzle and this particular location nailed it. 

Note, it may be easier to walk inside and pick up your order as the line for the drive through tends to wrap around in weird places and block traffic.",mobile_app_order|mobile_app_order|drive_thru|drink_quality|drink_quality|rewards_loyalty,"[{""theme_id"": ""mobile_app_order"", ""quote"": ""We submitted our order and I was pleased to see that the birthday offer chose the most expensive drink on the order"", ""note"": ""Birthday reward worked seamlessly""}, {""theme_id"": ""mobile_app_order"", ""quote"": ""the app said our order would be ready in about ten minutes, at right at ten minutes, we were sitting in the drive through"", ""note"": ""Accurate timing estimate""}, {""theme_id"": ""drive_thru"", ""quote"": ""the line for the drive through tends to wrap around in weird places and block traffic"", ""note"": ""Long lines cause traffic issues""}, {""theme_id"": ""drink_quality"", ""quote"": ""They were made exactly as we had specified and were absolutely delicious"", ""note"": ""Perfect customization execution""}, {""theme_id"": ""drink_quality"", ""quote"": ""I love mine with a bit of sweet cream and some mocha drizzle and this particular location nailed it"", ""note"": ""Cold brew perfectly made""}, {""theme_id"": ""rewards_loyalty"", ""quote"": ""if you have the Starbucks app installed, they give you a free birthday drink"", ""note"": ""Birthday reward mentioned positively""}]"
1Ve_PTjwkDlwLjq72VCp1A,n_wXu0dBd7hoBeMgMgQl0g,Starbucks,Nashville,TN,4,2019-07-16 16:13:28,"3.7 Stars! 

Drive through was quick. They made my friend's green matcha tea latte so hot - 130 degrees. Her tongue was burned! She had asked for it to be warm and children's temperature. I brought her latte back and the manager made her another latte at 100 degrees. She said if it was too hot that she would make another at a lower temperature. Great customer service! Despite my friend's tongue burn, I was very impressed at how they fixed the issue!",drive_thru|drink_quality|barista_service,"[{""theme_id"": ""drive_thru"", ""quote"": ""Drive through was quick."", ""note"": ""Positive speed""}, {""theme_id"": ""drink_quality"", ""quote"": ""They made my friend's green matcha tea latte so hot - 130 degrees. Her tongue was burned! She had asked for it to be warm and children's temperature."", ""note"": ""Temperature customization not followed initially""}, {""theme_id"": ""barista_service"", ""quote"": ""the manager made her another latte at 100 degrees. She said if it was too hot that she would make another at a lower temperature. Great customer service!"", ""note"": ""Manager resolved issue well""}]"
lNRH1oACjjoaDGHF5hkX5A,uzhiTCvVaK_0fZwa7rWDzw,Starbucks,Tucson,AZ,3,2017-12-22 15:28:29,Did a mobile order.   Was ready when I got there but the coffee tasted burnt.   Really a turn off when they burn the shots.        they need to clean their equipment between orders or train their baristas  better....,,[]
0H8INPsAxk5ueMpp-9NeJw,fM8ZCk2SlMu--joYJQ3EQA,Starbucks,St. Petersburg,FL,2,2019-03-14 05:09:53,"This Starbucks is convenient because it is in the mall, however the people were so rude. They were so rude when i asked questions and didn't have patience. They also made my drink horrible because i asked for something extra in it.",barista_service|drink_quality,"[{""theme_id"": ""barista_service"", ""quote"": ""the people were so rude. They were so rude when i asked questions and didn't have patience."", ""note"": ""Staff impatient with customer questions""}, {""theme_id"": ""drink_quality"", ""quote"": ""They also made my drink horrible because i asked for something extra in it."", ""note"": ""Poor execution of customization request""}]"
AERSBO8iLssf50GRngbf6w,NfuQxhkadU9p1nFUs-2sbQ,Starbucks,Indianapolis,IN,5,2019-02-23 14:40:18,"Love this location 
The employees make this place the best 
Customer service is superior to other locations 
Manager is top notch 
Always clean 
Drinks on target
A truly peaceful place to relax with friends
Or study",cleanliness|drink_quality,"[{""theme_id"": ""cleanliness"", ""quote"": ""Always clean"", ""note"": """"}, {""theme_id"": ""drink_quality"", ""quote"": ""Drinks on target"", ""note"": """"}]"
